license_number,ice_citation_count,first_citation,last_citation,repeat_violations,warnings_issued,corrected_onsite,mold_black,mold_pink,scoop_issue,bin_soiled,latest_observation,latest_citation_date,business_name,city,days_since_citation
6218316,1,2026-02-17,2026-02-17,0,1,0,0,1,0,0,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime. Ice machine accumulated with pink substance in the back corner in bar area.  **Warning**",2026-02-17,LOS CHATINOS MEXICAN CUISINE,CLEARWATER,87
6218333,1,2025-10-06,2025-10-06,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-10-06,WESTMINSTER SHORES,ST. PETERSBURG,221
6218342,1,2025-08-14,2025-08-14,0,0,0,2,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Ice chute at drink dispenser with black and green mold-like substance.",2025-08-14,LA SEGUNDA BAKERY,ST. PETERSBURG,274
6218343,1,2025-10-10,2025-10-10,0,0,0,0,0,0,0,Basic - Ice buildup in reach-in cooler at front counter next to ice machine.,2025-10-10,SALTYPUP COFFEEHOUSE AND BAKESHOP,GULFPORT,217
6218345,2,2025-08-29,2025-08-29,0,0,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
 White drop plate in ice machine and around chute",2025-08-29,PILOT HOUSE,TARPON SPRINGS,259
6218357,3,2025-11-13,2025-12-03,0,4,1,0,0,1,0,"Intermediate - - From initial inspection : Intermediate - No plan review submitted and approved - renovations were made or are in progress. Must submit plans and plan review application to DBPR H and R Plan Review office located at 2601 Blair Stone Rd., Tallahassee, FL 32399-1011. Plans must be submitted AND approved within 60 days. The direct link to the Plan Review page is https://www2.myfloridalicense.com/hotels-restaurants/licensing/plan-review/.  Dishwasher added, 3 compartment and ice machine moved and handwash sink in back prep area removed at time of inspection.  Water heater and mop sink removed. **Warning**     - From follow-up inspection 2025-11-21: No approved plans for Dishwasher added, 3 compartment and ice machine moved and handwash sink in back prep area removed at time of inspection.  Water heater and mop sink removed.  Operator submitted plans to plan review. Plans not approved at this time. **Admin Complaint**     - From follow-up inspection 2025-12-03:  **Time Extended**",2025-12-03,CORNER SKILLET,LARGO,163
6218364,1,2025-10-28,2025-10-28,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-10-28,COCO WOOD GRILL,REDINGTON SHORES,199
6218365,2,2025-08-11,2026-04-03,0,0,1,1,0,3,1,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Ice scoop holder soiled.",2026-04-03,AC CLEARWATER BEACH,CLEARWATER BEACH,42
6218369,1,2025-11-17,2025-11-17,1,1,1,0,1,0,1,"Basic - Accumulation of pink mold-like substance in the interior of the ice machine/bin.
On top of gray drop plate  **Corrected On-Site** **Repeat Violation** **Warning**",2025-11-17,LITTLE GREEK,TARPON SPRINGS,179
6218372,2,2025-10-16,2025-10-21,0,2,0,2,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with yellow substance.  **Warning**     - From follow-up inspection 2025-10-21:  **Time Extended**",2025-10-21,MOWGLI'S TIFFIN,ST. PETERSBURG,206
6218373,1,2026-02-02,2026-02-02,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine in bar soiled with yellow substance.",2026-02-02,ST PETE BREWING COMPANY LLC,ST. PETERSBURG,102
6218383,2,2025-11-24,2026-03-17,0,0,2,1,0,1,0,"Basic - -4  dead roaches on premises in storage area  in kitchen 
- 3 dead roaches on floor near ice machine 
- 1 dead roach inside plastic wrap dispenser on top of ice machine - manager discarded plastic wrap 
- 1 dead roach on floor under cook line hand wash sink 
-1 dead roach on pipe under hand wash sink 
1 dead roach on floor under food prep table 
- 1 dead roach on wall in restroom .
-1 dead roach on floor in restroom",2026-03-17,MEDIA LUNA MEXICAN,CLEARWATER,59
6218390,1,2025-07-16,2025-07-16,0,0,0,0,0,1,0,"Basic - Utensils in poor condition.
Ice scoop handle broken inside ice machine.",2025-07-16,ORIGINAL FLAVOR 1889,ST. PETERSBURG,303
6218410,1,2025-11-24,2025-11-24,2,0,0,1,0,2,2,"Basic - Ice scoop handle in contact with ice.
Drink ice well behind bar **Repeat Violation**",2025-11-24,EL JALISCO,SEMINOLE,172
6218420,1,2026-01-05,2026-01-05,0,0,0,0,0,0,0,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Ice dispenser on soda machine soiled",2026-01-05,PAJANOS PIZZA AND SUBS,NORTH REDINGTON BCH,130
6218431,3,2025-07-23,2025-09-30,0,5,0,3,0,0,3,Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Warning**     - From follow-up inspection 2025-07-23:  **Time Extended**     - From follow-up inspection 2025-09-30:  **Time Extended**,2025-09-30,RUMBA ISLAND BAR & GRILL,ST. PETERSBURG,227
6218439,1,2025-08-18,2025-08-18,0,0,1,0,0,0,0,"Basic - Clean glasses, cups, bowls, plates, pots and pans not stored inverted or in a protected manner. Ice bucket at back rack near ice machine  **Corrected On-Site**",2025-08-18,POPEYES LOUISIANA KITCHEN,ST. PETERSBURG,270
6218441,1,2025-10-01,2025-10-01,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Ice bin located near walk-in cooler soiled with brown substance.",2025-10-01,PRELUDE SPORTS BAR,CLEARWATER,226
6218443,1,2026-03-13,2026-03-13,0,0,0,1,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the ice machine in the top area near slide doors,2026-03-13,RAISING CANES CHICKEN FINGERS,CLEARWATER,63
6218449,2,2025-10-14,2026-02-17,2,0,0,3,1,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with pink and black mold like substance in all ice machines throughout both kitchens.  **Repeat Violation**",2026-02-17,CANE & BARREL,ST. PETERSBURG,87
6218465,1,2025-07-21,2025-07-21,1,0,0,1,0,0,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust. 

Gaskets on reach-in coolers in the kitchen with accumulation of black mold like substance.

Sides of ""Slow Pro"" holding units soiled with grease.

Side of ""Vulcan"" oven with heavy saturation of grease. **Repeat Violation**",2025-07-21,SESH BREWING,ST. PETERSBURG,298
6218466,1,2025-09-24,2025-09-24,0,1,0,0,0,0,0,Basic - Carbon dioxide/helium tanks not adequately secured. At bar area near ice machine.  **Warning**,2025-09-24,LOS HOMIES TAQUIERIA,PINELLAS PARK,233
6218483,1,2025-09-08,2025-09-08,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Observed a black mold-like substance in the interior of the ice machine in the kitchen.",2025-09-08,KITSUNE SUSHI,CLEARWATER,249
6218497,1,2025-08-12,2025-08-12,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-08-12,COCO'S CRUSH BAR & GRILL,INDIAN ROCKS BEACH,276
6218499,1,2025-07-16,2025-07-16,0,1,0,0,0,0,0,"High Priority - Time/temperature control for safety food, other than whole meat roast, hot held at less than 135 degrees Fahrenheit.
Rice in bowl on top of microwave  91 degrees. Employee discarded 
Rice in hot holding unit rice maker 96 degrees.  **Warning**",2025-07-16,INDIA KING TANDOORI & WINE,CLEARWATER,303
6218513,1,2025-07-22,2025-07-22,0,0,1,0,0,1,0,Basic - Cleaned and sanitized equipment or utensils not properly stored. Ice scoop stored on ice machine shelf. **Corrected On-Site**,2025-07-22,HURRICANE EDDIE’S IRB,INDIAN ROCKS BEACH,297
6218517,1,2025-09-15,2025-09-15,0,0,0,0,0,0,0,"Basic - Employee personal items stored in or above a food preparation area, food, clean equipment and utensils, or single-service items.
Employee phone stored on preparation table next to counter top ice machine across from handwashing sink in the front counter area.",2025-09-15,KAIA BOWLS,ST. PETERSBURG,242
6218527,1,2025-09-03,2025-09-03,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine with mold-like substance.",2025-09-03,WORLD OF VEGAN,ST. PETERSBURG,254
6218534,1,2025-09-08,2025-09-08,1,1,0,1,0,0,1,Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation** **Warning**     - From follow-up inspection 2025-09-08:  **Time Extended**,2025-09-08,CONCRETE JUNGLE,ST. PETERSBURG,249
6218552,2,2025-10-31,2026-03-19,1,0,2,1,0,3,1,"Basic - Ice scoop handle in contact with ice.
In bar. Item was removed.  **Corrected On-Site** **Repeat Violation**",2026-03-19,GUAC N CHEESE ST PETE,ST. PETERSBURG,57
6218573,1,2026-02-18,2026-02-18,0,0,0,0,0,0,0,"Basic - Accumulation of brown  mold-like substance  in the interior of the ice machine in front counter area . Per manager, cleaning is scheduled.",2026-02-18,MILKSTER CREAMERY + COFFEE,CLEARWATER,86
6218579,1,2025-08-05,2025-08-05,0,0,0,0,0,0,0,"Basic - Ceiling/ceiling tiles/vents soiled with accumulated dust, or mold-like substance in dry storage area near ice machine",2025-08-05,MAPLE STREET BISCUIT,CLEARWATER,283
6218581,1,2025-12-16,2025-12-16,0,1,0,0,0,1,0,"Intermediate - No plan review submitted and approved - bar area added. Must submit plans and plan review application to DBPR H and R Plan Review office located at 2601 Blair Stone Rd., Tallahassee, FL 32399-1011. Plans must be submitted AND approved within 60 days. The direct link to the Plan Review page is https://www2.myfloridalicense.com/hotels-restaurants/licensing/plan-review/. 
Bar located in communal area of shared location outside of kitchen. Bar has hand sink, and dump sink and ice machine with scoops.  **Warning**",2025-12-16,BROAD STREET CHEESESTEAKS,DUNEDIN,150
6218589,3,2025-07-10,2025-12-17,0,2,0,3,0,0,3,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of Euhomy ice machine with brown mold like substance at front counter.",2025-12-17,NEIGHBORHOOD JOE,ST. PETERSBURG,149
6218590,1,2025-07-08,2025-07-08,0,1,1,0,0,0,0,"Basic - Clean glasses, cups, bowls, plates, pots and pans not stored inverted or in a protected manner. Ice bucket top of ice machine. Manager moved **Corrected On-Site** **Warning**",2025-07-08,BUTTERMILK EATERY,PINELLAS PARK,311
6218593,3,2025-09-11,2026-03-04,3,0,0,3,0,0,3,Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**     - From follow-up inspection 2026-03-04:  **Time Extended**,2026-03-04,THE HIATUS,CLEARWATER,72
6218594,1,2026-02-24,2026-02-24,0,1,1,0,0,0,0,"High Priority - Rodent activity present as evidenced by rodent droppings found.
7 rodent droppings near ice machine by dry storage. Operator removed droppings and cleaned and sanitized area. **Corrected On-Site** **Admin Complaint**",2026-02-24,GINGER&LIME CAFE,PALM HARBOR,80
6218602,1,2025-12-03,2025-12-03,0,2,2,0,0,1,1,Basic - Ice scoop handle in contact with ice. Ice scoop handle in contact with ice in bar area.  Bartender relocated to bins outside of ice bin. **Corrected On-Site** **Warning**,2025-12-03,JR'S SPORTS PUB,LARGO,163
6218606,2,2025-12-11,2026-03-16,1,0,0,2,0,0,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2026-03-16,SPARTA SEAFOOD & GRILL,OLDSMAR,60
6218613,1,2026-04-02,2026-04-02,0,0,0,1,0,0,0,"High Priority - Food-contact surfaces in contact with time/temperature control for safety food not cleaned at least every four hours. Cups with spoon soiled used to make drinks . Per employee cups are cleaned every two days. Reviewed with employee . Employee moved cup to dish washing area 
-Accumulation of black/ brown  mold-like substance in the interior of the ice machine in the downstairs pizza prep area",2026-04-02,MACHI BOBA,CLEARWATER,43
6218618,2,2025-07-25,2026-03-25,1,3,2,1,0,0,1,"Intermediate - No paper towels or mechanical hand drying device provided at handwash sink.

No paper towels at handwashing sink next to ice machine. Operator provided.  **Corrected On-Site** **Warning**",2026-03-25,THE NEON LUNCHBOX LLC,ST PETE,51
6218638,1,2025-08-12,2025-08-12,0,0,0,2,0,0,1,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust. Gaskets soiled with black mold like debris on walk in cooler.",2025-08-12,JERSEY MIKE'S SUB SHOP,ST. PETE BEACH,276
6218639,1,2026-03-26,2026-03-26,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black substance.",2026-03-26,SPARROW & POOL BAR,ST. PETERSBURG,50
6218649,2,2026-01-22,2026-01-28,0,4,0,4,2,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice machine interior soiled with black and pink mold like substance.  **Warning**     - From follow-up inspection 2026-01-28: Pink mold like substance observed at callback inspection.  **Time Extended**",2026-01-28,THE CRANE,ST PETERSBURG,107
6218657,1,2025-09-23,2025-09-23,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice machine interior soiled with black mold like substance.",2025-09-23,GLAMPER,ST. PETERSBURG,234
6218660,4,2025-07-21,2026-02-02,2,2,0,4,2,0,4,"Intermediate - Handwash sink used for purposes other than handwashing.
Observed employee dump water from container of soaking cut potato fries into handsink at the end of cook line. 
Clear pitcher stored inside hand handsink across from ice machine in dry storage area.",2026-02-02,VOODOO BREWING CO,ST. PETERSBURG,102
6218666,1,2026-03-27,2026-03-27,0,0,1,1,0,1,1,Basic - In-use utensil ( ice scoops) stored in standing water less than 135 degrees Fahrenheit-  at 88 F in the front counter area . Employee removed ice scoops from water  **Corrected On-Site**,2026-03-27,JAMADI CORP,CLEARWATER,49
6218685,1,2026-02-24,2026-02-24,0,2,0,1,0,1,2,"Intermediate - No plan review submitted and approved - renovations were made or are in progress. Must submit plans and plan review application to DBPR H and R Plan Review office located at 2601 Blair Stone Rd., Tallahassee, FL 32399-1011. Plans must be submitted AND approved within 60 days. The direct link to the Plan Review page is https://www2.myfloridalicense.com/hotels-restaurants/licensing/plan-review/. 
Operator added more food prep area by adding additional ice cream coolers which requires the ice cream to be scooped. 
Operator added reach in freezers by the bathroom. 
Ice machine 1 was moved from its location on the plans.
Operator has hot holding unit at service counter.
Operator added reach in freezers under countertops by sale counter.
Ice bin in back has been moved. In its place is a prep table with a freezer under it. It has waffle makers and electric stovetops on top.
Refrigerator added next to service sink.
Ice machine location in back room moved.
Dipper well located inside one of the prep stations. **Warning**",2026-02-24,WHITE IGLOO,PALM HARBOR,80
6218694,1,2026-04-01,2026-04-01,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice bin and ice machine interior soiled with black substance.",2026-04-01,PERRY'S PORCH,ST PETERSBURG,44
6218701,1,2026-03-04,2026-03-04,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2026-03-04,DRIFT KITCHEN & BAR,CLEARWATER BEACH,72
6218708,1,2025-12-05,2025-12-05,0,1,1,0,0,0,0,"Basic - Clean glasses, cups, bowls, plates, pots and pans not stored inverted or in a protected manner.
Ice bucket not inverted by ice machine. Operator inverted ice bucket. **Corrected On-Site** **Warning**",2025-12-05,DUNKIN 359045,PALM HARBOR,161
6218714,1,2026-03-18,2026-03-18,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Soda dispenser ice bin interior soiled with black substance.",2026-03-18,THE MELTING POT,ST. PETERSBURG,58
6218718,1,2025-07-08,2025-07-08,0,0,0,1,0,0,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust. Gaskets on reach in deli cooler soiled with black mold like debris.",2025-07-08,MARQUISE CAFE,TREASURE ISLAND,311
6218723,1,2026-04-08,2026-04-08,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
White plastic cover plate inside door soiled.",2026-04-08,COOL VIBES ON THE BEACH,ST.PETE BEACH,37
6218728,2,2026-03-02,2026-03-17,0,0,0,2,0,0,2,"Intermediate - - From initial inspection : Intermediate - Non-pitting surface rust on food-contact equipment.
Observed rust on white plastic inside interior of ice machine in back kitchen.     - From follow-up inspection 2026-03-17:  **Time Extended**",2026-03-17,THIRSTY FIRST,SAINT PETERSBURG,59
6218753,1,2026-03-27,2026-03-27,0,0,0,1,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the ice machine,2026-03-27,CLEARWATER BREWING COMPANY,CLEARWATER,49
6218757,1,2025-12-10,2025-12-10,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine at front bar with brown/black mold like substance.",2025-12-10,SAVOIR ON CENTRAL,ST. PETERSBURG,156
6218772,1,2026-02-03,2026-02-03,0,0,0,1,1,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with pink mold like substance.",2026-02-03,SOUTHERN GROUNDS COFFEE HOUSE,ST. PETERSBURG,101
6218804,1,2025-11-03,2025-11-03,0,0,0,0,0,0,0,"Intermediate - Water with a temperature of least 85 degrees Fahrenheit not provided/shut off at employee handwash sink.
Hand sink next to ice machine in bar 2. When hot water faucet is turned ion water does not dispense.",2025-11-03,AJI CEVICHE BAR ST PETERSBURG,ST.PETERSBURG,193
